EmployeeID,EmployeeName,Gender,Age,Department,JobTitle,EducationLevel,City,Salary,ExperienceYears,PerformanceScore,LeavesTaken,ProjectsHandled,JoiningDate,Status,Attrition,WorkMode,Unnamed: 0
24193,Employee_617,Male,57,PRODUCT, Director ,High School,Pune,₹40454.66,6,4,4,6,2018-03-08,,No, Hybrid ,4193
24194,Employee_194,Male,42,, Senior Manager ,Bachelor,Bangalore,₹105864.99,,,1,24,2021/07/27,Resigned,No,Hybrid,4194
24195,Employee_1465,,49,finance,Intern,master,Hyderabad,,20,7,16,23,2018/03/11,Active,No,on-site,4195
24196,Em@loyee_719,Male,25,Sales,MANAGER,High School,Kolkata,₹81885.46,12,1,16,13,2021-05-09,active,No,,4196
24197,Employee_1096,Male,51,Engineering,,Bachelor,Noida,33706.32,4,10,17,22,2017/08/28,,No,remote,4197
24198,Employee_1223,female,25,HR,Director,High School,Hyderabad,₹195257.41,35,6,0,2,2019-07-24,, No ,Remote,4198
24199,Employee_1386,Female,30,Product,Manager,BACHELOR,Kolkata,₹89646.72,,9,2,13,2019/09/17,,No,Remote,4199
24200,Employee_765,Female,60,Engineering,Director,,Chennai,,6,8,3,13,02-10-2021,active,no,remote,4200
24201,Employee_1383,Female,43,Legal,engineer,PhD,Bangalore,₹112547.19,14,6,-26,11,06/05/2022,On Leave,Yes,On-site,4201
24202,Employee_468,Female,57,Sales,Manager,Master,Gurgaon,₹176159.88,21,7,,20,22-03-2017,terminated,No,remote,4202
24203,Employee_439,female,4029,,VP,High School,Hy@eraba@,₹131791.27,26,1,25,18,2022/07/04,Resigned,Yes,On-site,4203
24204,Employee_1219,Female,30,Sales, Senior Analyst ,Bachelor,Noida,₹194009.88,31,7,22,25,2018-07-17,Resigned,,Remote,4204
24205,Employee_827, Male ,61,Sales,Intern,High School,Chennai,₹131827.41,19,6,26,13,2017-03-16,Active,Yes,On-site,4205
24206,Employee_142,Female,4150,MARKETING,,PhD,Ch#nnai,₹27105.37,2,6,1,22,2023-07-09,Active,Yes,remote,4206
24207,  Employee_1044  ,Female,39,Marketing,Engineer,PhD,Hyderabad,93121.64,11,9,-1,6,23/07/2024,Active,YES,Hybrid,4207
24208,Employee_894,Male,50,Marketing, Manager ,,Noida,₹24237.38,3,2,29,,2021/05/28,,No,hybrid,4208
24209,Employee_1210,Female,35,HR,analyst,PhD,Hyderabad,₹181332.01,25,6,8,14,2018-08-16,Active,No,Hybrid,4209
24210,Employee_962,,40,Sales,analyst,PhD,Chennai,₹133779.98,30,5,29,14,2022-07-05,Active,Yes,Hybrid,4210
24211,Employee_1436,Female,48,Finance,Senior Analyst,PhD,Kolkata,₹90859.17,20,8,,14,24-09-2016,On Leave,No,Remote,4211
24212,Employee_1219,Male,41,,SENIOR MANAGER,Bachelor,Hyderabad,₹61010.75,7,1,14,17,19-04-2020,Resigned,no,On-site,4212
24213,Employee_1354, Female ,56,Sales,Manager,,Hyderabad,210691.01,35,5,22,2,26/11/2021,On Leave,Yes,On-site,4213
24214,Employee_762,Female,28,Legal,Analyst, High School ,Chennai,₹42615.12,3,9,8,21,2018/06/16,Active,yes,Remote,4214
24215,Employee_162,Female,,Finance,Executive, High School ,Kolkata,₹105336.06,12,3,19,18,2099-12-31,On Leave,No,On-site,4215
24216,Employee_347,,36,Legal,DIRECTOR,high school,Delhi,₹24975.67,3,3,-29,2,21-03-2015,On Leave,No,Hybrid,4216
24217,Employee_419,Female,26,Engineering, Manager ,Bachelor,  Mumbai  ,₹136463.09,22,7,6,9,2016/10/29,On Leave,Yes,On-site,4217
24218,  Employee_634  ,male,26,Operations,Senior Analyst,Bachelor,Noida,,34,2,-26,11,2015-01-17,Terminated,,On-site,4218
24219,,Female,55,marketing,Senior Engineer,High School,Bangalore,₹45236.94,9,3,15,1,2017-09-06,Active,Yes,Hybrid,4219
24220,Employee_1152,Female,43,ENGINEERING,Senior Engineer,Master,Delhi,₹147605.01,34,9,24,1,2024-09-03,terminated,YES,REMOTE,4220
24221,Employee_62,Female,39,Legal,Director,Bachelor,Chennai,₹33960.95,3,10,29,11,03-08-2018,Active,Yes,On-site,4221
24222,Employee_794,Female,38,Finance,Senior Analyst,HIGH SCHOOL,Delhi,₹43379.91,5,5,23,1,21-10-2016,On Leave,No,ON-SITE,4222
24223,Employee_1500,FEMALE,45,Finance,Manager,PhD,Hyderabad,₹135784.45,21,6,8,0,2016/09/03,On Leave,Yes,Remote,4223
24224,Employee_1464,Female,56,marketing,Senior Engineer,HIGH SCHOOL,Hyderabad,₹197133.77,35,6,3,6,30-11-2015,,Yes,Remote,4224
24225,Employee_758,Male,44,Sales,Senior Manager,PhD,Gurgaon,₹190575.07,25,5,20,15,07-09-2024,Active,Yes,Remote,4225
24226,Employee_57,Male,53,Sales,VP,Bachelor,Noida,₹40666.29,4,4,5,1,10/07/2017,Active, No ,Hybrid,4226
24227,,Female,39,Sales,Senior Manager,PHD,Hy#eraba#,₹127472.10,24,6,3,18,2023/12/30, Active ,No,On-site,4227
24228,Employee_1376,Male,45,sales,,Master,,₹117280.32,19,6,26,18,12/10/2019,Active, No ,,4228
24229,Employee_937,Female,57,OPERATIONS,engineer,High School,Ahmedabad,₹59286.01,17,6,5,13,2022/05/03,, No , Hybrid ,4229
24230,Employee_1489,,54,HR,Manager, PhD ,Ahmedabad,₹153536.77,24,5,2,18,19-11-2021,Terminated,Yes,Hybrid,4230
24231,Employee_878,MALE,61,Engineering,Senior Analyst,PhD,Chennai,₹46052.42,,5,2,17,2019/03/15,On Leave,No,remote,4231
24232,  Employee_1276  ,Male,55,Marketing,INTERN,High School,Gurgaon,228680.15,34,1,0,22,20-01-2024,Resigned, No ,,4232
24233,Employee_480,Female,,LEGAL,Senior Manager,master,,₹219518.28,26,3,9,14,01/01/2021,On Leave,No,On-site,4233
24234,Employee_62,Female,42,Engineering,Analyst,Bachelor,Mumbai,,2,9,17,5,2023-11-24,Active,Yes,Hybrid,4234
24235,Employee_1278,Male,,engineering,Executive,PHD,Hyderabad,₹161052.25,32,2,11,-22,21/02/2018, Terminated ,No,hybrid,4235
24236,Employee_400,Male,35,Operations,Director,PhD,Pune,61525.22,14,7,27,25,2015-07-14,Terminated,,Hybrid,4236
24237,Employee_797,Male,21,Finance, Director ,PhD,Delhi,₹66784.02,,1,4,24,15-05-2020,TERMINATED,Yes,HYBRID,4237
24238,Employee_196,Female,24,Operations,Executive, Bachelor ,Mumbai,₹246443.07,31,1,28,21,24-08-2020,Terminated,No,Remote,4238
24239,Employee_235, Female ,32,engineering, Intern ,Bachelor,Chennai,₹153555.61,30,1,9,13,28/08/2016,Terminated,Yes,On-site,4239
24240,Employee_1260,Female,52,Sales,Senior Analyst,Master,Mumbai,₹169340.71,24,9,18,-17,2015-12-16,On Leave,,Hybrid,4240
24241,Employee_36,Female,61, HR ,Executive, Master ,Noida,₹34402.47,3,6,-4,14,2024-01-25,Terminated,Yes, On-site ,4241
24242,Employee_823,Male,55,,Engineer, Master ,Kolkata,₹168843.73,-21,5,0,15,20-02-2016,Terminated,No, On-site ,4242
24243,Employee_6,Female,46,,Intern,PhD,Ch@nnai,₹132467.99,26,3,18,12,2019-08-16,On Leave,No,Remote,4243
24244,Employee_998,Male,49,Legal,Manager,High School,Hyderabad,₹60806.75,7,7,9,,2022/08/15,On Leave, No ,,4244
24245,,,34,Legal,Senior Engineer,PhD,Ahmedabad,₹219593.98,28,2,28,,17/03/2024, Terminated ,,Hybrid,4245
24246,Employee_1004,Female,30,hr,MANAGER,Bachelor,Noida,₹106601.98,14,6,22,23,11-12-2022,Active,No,Hybrid,4246
24247,Employee_1344,female,,Operations,Senior Analyst,PhD,,₹93756.46,12,4,-30,17,2018/12/26,On Leave,No,on-site,4247
24248,Employee_318,male,35,Legal, Analyst ,Master,,₹144112.30,19,3,1,1,2022/06/22,on leave,No,On-site,4248
24249,Em@loyee_1243,male,,Engineering,Director,Master,Pune,₹70734.79,-26,2,1288,21,25/03/2015,Active,No, Remote ,4249
24250,Employee_868,Male,31,Legal,Senior Engineer,PhD,Delhi,₹17634.48,3,4,28,-1,,On Leave,No,On-site,4250
24251,Employee_645,Female,56,Legal,Senior Engineer,Bachelor,Noida,₹35091.99,5,10,4,595,2018/10/22,Active,No,Remote,4251
24252,Employee_583,MALE,60,Engineering,Manager,Master,Chennai,₹167293.40,28,9,14,3,2099-12-31,Active,No,On-site,4252
24253,Employee_672,,60,Operations,Director,PhD,Delhi,,1,1,14,0,16-09-2023,Terminated,Yes,Remote,4253
24254,Em@loyee_818,Male,42,Sales,VP,master,,₹57079.27,15,4,,,2022-07-26,Terminated,Yes,On-site,4254
24255,Employee_56,Female,51, Operations ,Senior Manager,Master,  Ahmedabad  ,43450.74,4,1,1,1,2015/06/09,Active, Yes ,Hybrid,4255
24256,Em@loyee_14,Male,37,Product,VP,MASTER,Ahmedabad,₹71261.13,20,5,19,13,2017/08/04,On Leave,Yes, Hybrid ,4256
24257,Employee_1232,Female,53,Product,,master,Bangalore,₹127983.66,16,5,10,17,2024-09-28,Resigned,No,ON-SITE,4257
24258,Employee_838,Male,32,OPERATIONS,Senior Engineer,Master,Noida,₹51997.43,20,5,-8,18,16/07/2018,Active,No,ON-SITE,4258
24259,,Female,52,Marketing,vp,PhD,Gurgaon,₹46445.67,5,6,20,15,2018/11/07,Active, Yes ,Hybrid,4259
24260,Employee_389,Male,41,Product,engineer,PhD,Noida,₹126922.47,25,8,9,23,11/02/2024,Active,No,Remote,4260
24261,Employee_1135,Female,,operations,Senior Analyst,Bachelor,Kolkata,₹34849.73,6,4,24,12,19-01-2022,Resigned,No,On-site,4261
24262,Em#loyee_1390,Female,47, Product ,Intern,PhD,Chennai,₹30835.68,6,1,,3,2021/10/10,Terminated, Yes ,,4262
24263,Employee_537,Male,37,Sales,Senior Manager,High School,Noida,₹42014.11,11,5,11,7,17-05-2017,Resigned,NO,On-site,4263
24264,Employee_1074,Male,30,ENGINEERING, Analyst ,MASTER,Delhi,₹203710.67,24,1,29,,29-09-2020,On Leave, No ,Remote,4264
24265,Employee_758,Male,43,HR,Executive,Master,Ahmedabad,,3,5,4,3,2023/11/30,Resigned,No,Remote,4265
24266,  Employee_1172  ,Female,55,ENGINEERING,VP,phd,Pune,₹100527.69,15,6,5,9,2021-12-09,Terminated,No,Hybrid,4266
24267,Employee_236,Female,,Marketing,Analyst,Bachelor,  Delhi  ,₹159149.07,26,,13,7,2016/10/13,Terminated,No,Hybrid,4267
24268,Employee_810,Male,48,HR,SENIOR ANALYST,High School,,₹64427.98,9,10,4,19,27/07/2017,Terminated,Yes,HYBRID,4268
24269,Employee_474,Female,43,HR,Senior Manager,PhD,Kolkata,₹31474.31,5,3,2322,10,2022-10-21,Resigned,No,Remote,4269
24270,Employee_890,Male,45,Engineering, Senior Manager ,high school,Hyderabad,₹144634.50,31,,23,0,26/01/2021,on leave,Yes,Hybrid,4270
24271,Employee_121,Male,-51,Operations,Director,Master,Chennai,₹174756.23,29,1,0,,2017-04-30,Active,yes, Remote ,4271
24272,Employee_954,Female,47,product,ENGINEER,Bachelor,Kolkata,₹16099.41,0,8,12,16,08-09-2015,Active,No,On-site,4272
24273,Employee_1095,Male,44,Legal,Manager,Master,Bangalore,₹11854.21,0,5,2,16,2015/02/11,On Leave,NO, Remote ,4273
24274,Employee_65,Female,9660,HR,Senior Manager,High School,Hyderabad,125557.66,25,1,9,23,13/04/2019,Active,Yes,Hybrid,4274
24275,Employee_409,Male,53,Marketing,,high school,,₹136700.13,23,5,4,510,2015-10-02,Active,YES,Hybrid,4275
24276,Employee_339,Male,34,marketing,Director,High School,Gu#gaon,₹221305.43,-31,6,24,16,17-02-2024,terminated,No,Remote,4276
24277,Employee_388,Female,38, Finance ,VP,PhD,Noida,₹133208.91,,1,22,3,2024/07/24,Resigned,No,,4277
24278,Employee_314,Female,43, Product ,manager,Master,Noida,,10,6,9,5,2020/07/18,TERMINATED, Yes ,Remote,4278
24279,Employee_310,Female,47,Engineering,Engineer,High School,  Gurgaon  ,₹251823.88,30,5,1,7,2015-06-22,Active,yes,ON-SITE,4279
24280,Employee_1182,Female,51,Engineering,Senior Analyst,bachelor,  Kolkata  ,₹106940.46,13,5,15,8,2019-10-28,resigned,yes,On-site,4280
24281,Employee_787,Female,59,,Manager,Master,Mumbai,₹22354.85,2,3,7,25,2021-10-11,,no,Remote,4281
24282,Employee_654,female,21,Legal,VP, Master ,Hyderabad,₹190644.83,,10,10,23,19/08/2024,Resigned,No,Hybrid,4282
24283,Em#loyee_64,Male,42,Product,Senior Engineer,Bachelor,Noida,₹95117.85,23,9,9,20,14/06/2016,On Leave,yes,On-site,4283
24284,Employee_1087,Male,25,Sales,Senior Analyst,High School,Bangalore,₹105267.79,20,5,18,2,28-03-2019,,No,ON-SITE,4284
24285,Employee_1371,Male,22,Engineering,senior analyst, Master ,  Mumbai  ,67412.83,10,7,27,2,2018/08/20,Resigned,No,ON-SITE,4285
24286,Employee_596,Female,50,sales,Senior Engineer,Bachelor,Hyderabad,₹39768.12,10,10,30,7,19/01/2020,Active,No,Remote,4286
24287,Employee_385,Female,62,Finance,Intern,MASTER,Mumbai,,35,10,30,22,2018/12/09,terminated,no,Hybrid,4287
24288,Employee_467,Female,57,Product,VP,PhD,Bangalore,₹61184.68,7,10,21,8,06-09-2023,Active,Yes,Hybrid,4288
24289,Employee_431,female,52, Finance ,senior analyst,Bachelor,Hyderabad,₹230941.43,28,1,,16,13-06-2016,Terminated,Yes,Hybrid,4289
24290,Employee_90,Female,54,PRODUCT,Intern,PhD,Delhi,₹244510.74,33,2,24,4,11/09/2020,Resigned,No,Hybrid,4290
24291,Employee_1201,Female,26,Sales,VP,High School,Gurgaon,₹241752.15,,10,16,2,11-08-2016,active,Yes,hybrid,4291
24292,Employee_854,Male,54,Product,VP,Bachelor,Kolkata,₹86645.83,15,2,26,16,2023/12/20,Active,YES,On-site,4292
24293,Employee_1057,Female,26,Operations,Director,PhD,Kolkata,₹88782.82,19,8,1,25,16-06-2017,,No,ON-SITE,4293
24294,,Male,48,Legal,Senior Manager, PhD ,Bangalore,₹214363.37,,8,19,4,2022/01/27,RESIGNED,Yes,On-site,4294
24295,Employee_234,FEMALE,22,Legal,Senior Analyst,Bachelor,  Pune  ,,15,8,21,14,2023-09-06,On Leave,Yes,On-site,4295
24296,Employee_272,Female,59,Product, Intern ,PhD,Chennai,₹69055.44,18,9,24,21,26/05/2019,Resigned,Yes,Remote,4296
24297,Employee_1302,Male,51,Legal,,Bachelor,Hyderabad,₹106526.19,19,7,23,8,03-03-2024,,No,Remote,4297
24298,Employee_698,Male,29,HR,Director,BACHELOR,Mumbai,₹74321.13,10,9,19,9,2015/02/05,terminated,No,On-site,4298
24299,Employee_963,MALE,28,Sales,Executive,Master,Mumbai,₹129553.79,21,5,30,18,21-06-2015,resigned,No, Remote ,4299
24300,Employee_365,Female,36,Product,Engineer,High School,Ahmedabad,₹273542.70,33,8,15,4,2019/05/18,terminated,No,On-site,4300
24301,Employee_960,Female,50,Finance,Senior Engineer,bachelor,Bangalore,₹122413.57,25,7,6,1,N/A,Terminated,,Remote,4301
24302,Employee_43,FEMALE,26,Marketing,Senior Manager,Bachelor,Kolkata,₹133088.34,17,2,2,11,29-09-2015,Resigned,No,on-site,4302
24303,Employee_835,FEMALE,40,Product,Engineer,High School,Chennai,₹144046.59,33,3,12,20,2018-09-30,Resigned,No,On-site,4303
24304,Employee_1127,Female,56,Operations,director,master,Mumbai,₹80888.17,21,9,14,5,31/01/2023,On Leave,,Hybrid,4304
24305,Employee_681,FEMALE,-46,Product,Senior Analyst,Master,Kolkata,₹44168.22,5,5,2,9,2015-12-26,Active,Yes,remote,4305
24306,Employee_1424,Male,22,Product,Analyst,Bachelor,Hyderabad,,6,5,,1,13/06/2017,On Leave,No,Hybrid,4306
24307,Employee_1005,,62,Sales,Intern,Bachelor,Kolkata,,13,4,30,21,2022/11/17,Resigned,Yes,Remote,4307
24308,,Male,51,Operations,Manager,Master,Hyderabad,₹156965.15,27,10,4,11,2016/05/19,Resigned,No,Hybrid,4308
24309,Employee_414,Male,58,Sales,Executive,PhD,Bangalore,₹119179.39,23,2,21,20,20-08-2023,Active,,Hybrid,4309
24310,Employee_1110,Male,,hr,Intern,Master,Noida,,8,4,11,3,2018/06/10,ACTIVE,Yes, Remote ,4310
24311,Employee_621,Male,23,Operations,VP,Bachelor,Ahmedabad,₹67114.01,20,8,8,,2022/10/19,On Leave,,Hybrid,4311
24312,Employee_725,Female,45,Marketing,VP,,  Ahmedabad  ,₹72017.28,9,8,26,8,2017-05-31,On Leave,Yes,Remote,4312
24313,Employee_1,female,44,Engineering,Senior Manager,,Pune,₹175038.16,30,7,24,7,2016-07-30,Active,no,Remote,4313
24314,Employee_367,Male,40,HR, Executive ,High School,Delhi,₹29931.41,1,3,29,11,12-11-2015, Active ,No,On-site,4314
24315,Employee_486,male,29,Engineering,VP,Bachelor,Gurgaon,₹65996.45,24,1384,9,20,06-10-2016,Terminated,yes,On-site,4315
24316,Employee_410,Female,58,Product,Analyst,Bachelor,Ahmedabad,₹226818.10,31,6,5,4,2016/12/25,On Leave,No,Remote,4316
24317,Employee_864,Female,26,Product,Senior Analyst,High School,Bangalore,₹111031.17,30,1,5,0,08/03/2022,Terminated,Yes,Hybrid,4317
24318,Employee_70,Female,62, Marketing ,Senior Engineer,Bachelor,  Mumbai  ,₹162163.75,35,10,6,19,06/08/2021,On Leave,NO,Hybrid,4318
24319,Employee_290,Female,55,Operations,Director,PhD,Delhi,₹92318.59,32,1,13,14,24-10-2023,Resigned,,Hybrid,4319
24320,,Male,26,Operations,VP,High School,Bangalore,₹136541.04,22,6,3,,07-02-2023,Active,Yes,Remote,4320
24321,Employee_90,,40, Engineering , Senior Analyst ,PhD,Bangalore,₹135650.50,20,9,8,17,22/09/2019,Active,No, Hybrid ,4321
24322,Employee_210,female,33,HR,VP,Master,Bangalore,₹62651.78,7,2,5,0,07/01/2024,Resigned,NO,REMOTE,4322
24323,Employee_599,Male,56,Marketing,Senior Manager,High School,Gurgaon,₹21629.15,,9,23,24,2022/01/26,On Leave,No,,4323
24324,Employee_1001,Female,43,Marketing,Engineer,Master,Hyderabad,₹20242.77,0,3,29,9,2016-10-28, Active ,No, Hybrid ,4324
24325,Employee_84,Female,47,Marketing,Senior Manager,PhD,Noida,₹52815.28,4,6,17,23,2016-01-30,Resigned,yes,On-site,4325
24326,Employee_58,Male,60,Product,Intern,Master,  Hyderabad  ,₹45483.51,4,9,24,0,24-12-2019,resigned,No,Hybrid,4326
24327,,Female,35,LEGAL,Analyst,High School,  Chennai  ,₹153424.31,18,6,11,21,19-07-2023,Terminated,NO,HYBRID,4327
24328,Employee_767,MALE,55,legal,Executive,PhD,  Hyderabad  ,₹28453.27,2,1,19,,2017/02/16,On Leave, Yes ,On-site,4328
24329,Employee_1209,Male,43,Operations,Manager,PhD,Gu@gaon,₹57847.02,8,10,25,16,28/07/2021,Terminated,,Remote,4329
24330,Employee_813,,,Product,Executive,Master,Gurgaon,₹37616.43,7,9,13,18,12-12-2021,Active,NO,Hybrid,4330
24331,Employee_1040,Female,54,Operations,Senior Engineer,Bachelor,No#da,₹156426.81,26,4,15,16,05-07-2023,Resigned,Yes,Hybrid,4331
24332,Employee_1491,Female,61,Finance,,PhD,Delhi,₹82974.40,,10,10,3,2019-02-13,Resigned, Yes ,Remote,4332
24333,Employee_214,Male,26,Marketing,,High School,Delhi,238941.69,32,9,0,320,2023/05/28,Terminated,no,Remote,4333
24334,Employee_1299,female,40,finance,director,PhD,Ahmedabad,₹91564.60,10,6,28,0,2015-07-16,On Leave,No,Hybrid,4334
24335,Employee_430,Male,27,Finance,Executive,Bachelor,Pune,₹62828.87,11,9,,22,2018-05-11, Terminated ,Yes,Hybrid,4335
24336,Employee_578,Male,42,Finance,Executive,Bachelor,,₹49256.33,5,9,29,5,,Resigned,No,hybrid,4336
24337,Employee_1405,Male,40,Product,Engineer, Master ,Kolkata,137905.86,28,6,23,1,30-07-2023,resigned,No,on-site,4337
24338,Employee_152,Female,54, Finance ,analyst,PhD,Bangalore,₹36042.33,5,7,2,10,2017-10-06,,No,Remote,4338
24339,Employee_462,Male,62,Sales,Senior Manager,bachelor,Bangalore,₹56435.92,21,8,4,8,03/08/2017,Resigned,YES,On-site,4339
24340,Employee_686, Female ,61,Engineering,Executive,PhD,Kolkata,₹70589.13,10,6,,15,2016-07-16,Resigned,Yes,Remote,4340
24341,Employee_338,MALE,24,Legal,INTERN,Master,Noida,₹58588.77,6,,20,14,2016-12-02,RESIGNED,No,On-site,4341
24342,Employee_670,Female,57,Product,,MASTER,Chennai,₹29745.24,3,,24,13,2016/09/05,Active,No,On-site,4342
24343,Employee_346,Male,61,Product,Senior Analyst,Master,Noida,104810.94,25,8,6,2,21-05-2023,On Leave,No,,4343
24344,Employee_1198,Male,36,,SENIOR MANAGER,master,Bangalore,₹148678.88,28,7,29,18,2019/03/25,TERMINATED,yes,On-site,4344
24345,Employee_1223,Female,31,Sales,ANALYST,Bachelor,Pune,₹224734.32,27,2,7,12,16/09/2019,Terminated, Yes ,On-site,4345
24346,  Employee_128  ,Female,55,Marketing,SENIOR ANALYST,Master,Ahmedabad,,10,10,0,,2018-10-07,Active,Yes,On-site,4346
24347,Employee_626,Female,45,legal,Senior Manager,High School,Gurgaon,₹62021.67,10,10,17,21,2015-05-19,Resigned,No,Hybrid,4347
24348,Employee_1468,Male,43,,,PhD,Mumbai,₹157287.60,22,,18,21,15/01/2017,RESIGNED,No,Hybrid,4348
24349,Employee_853,Male,52,Engineering,Manager,PhD,Mumbai,₹122145.94,20,,20,20,2022/10/25, Resigned ,Yes,Remote,4349
24350,Employee_1032,Female,47, Engineering ,Senior Engineer,,Hyderabad,₹155484.93,30,4,7,2,2017-06-16,terminated,No,On-site,4350
24351,Employee_986,Female,29,hr,Engineer,,Ahmedabad,₹62356.38,10,2,22,15,21-03-2018,On Leave,No,On-site,4351
24352,Employee_1137,Male,24,Finance,Executive,Bachelor,Noida,₹132337.11,15,2,16,25,2023/03/02,On Leave,,Hybrid,4352
24353,Employee_218,Female,47,Operations,Senior Manager,MASTER,Mu@bai,₹72050.79,10,,25,4,2020/10/01,Terminated,no,On-site,4353
24354,Em@loyee_1076,Male,29,HR,Senior Manager,High School,Ahmedabad,₹24488.55,4,2,14,2,05/02/2020,Terminated,No,Hybrid,4354
24355,Employee_868,Female,44,SALES, Senior Analyst ,Master,Gurgaon,₹89096.49,13,-5,21,8,06-09-2022,on leave, Yes ,Hybrid,4355
24356,Employee_254,Male,52,Operations,DIRECTOR,,Ahmedabad,₹60447.55,19,2,,10,25/11/2024,Terminated,No,,4356
24357,Employee_151,Male,46,,INTERN,Master,Ahmedabad,₹244848.15,32,9,30,20,2017-04-04,On Leave,No,hybrid,4357
24358,Employee_651,Female,41,Product, Engineer ,phd,Mumbai,₹152023.39,20,600,19,19,TBD,Active,No,Hybrid,4358
24359,Employee_1225,Female,53,Finance,Executive,Bachelor,Mumbai,₹146505.47,19,8,14,2,26-07-2015,Resigned,,Remote,4359
24360,Employee_138,female,22,product,,PhD,Kolkata,,30,10,23,22,18-07-2017,Active,NO,hybrid,4360
24361,Employee_93,Female,45,Legal,Director,Master,Chennai,₹10797.58,0,,13,5,23/11/2018,Active,no,Hybrid,4361
24362,Employee_595,MALE,52,Legal,,master,Mumbai,₹158981.20,19,2,17,14,N/A,Terminated,No,On-site,4362
24363,,Female,49,Marketing, Executive ,High School,Pune,₹50376.24,7,1,27,25,03/05/2019,Active,Yes,Remote,4363
24364,Em@loyee_189,Female,22,Product, Senior Manager ,PhD,Bangalore,₹160743.74,27,4,30,11,2016/10/03,Terminated,Yes,Remote,4364
24365,Employee_28,Male,50,Sales,intern,Master,Mumbai,₹13006.00,1,,5,19,2015-06-30,Active,No,On-site,4365
24366,Employee_1329,Male,37,Sales,Senior Analyst,MASTER,Ba@galore,,4,6,12,12,17-03-2018,Resigned, Yes ,Remote,4366
24367,Em@loyee_1364,Female,50,Operations,manager,,Kolkata,59088.04,17,9,7,15,25-02-2018,,No,Hybrid,4367
24368,Employee_1344,Female,25,Finance,Analyst,,Hyderabad,₹129274.71,28,8,17,,2017/06/07,Active,Yes,Hybrid,4368
24369,Employee_740,,27,Engineering,senior manager,MASTER,,₹294611.72,35,4,3,9,07/09/2016,On Leave,No,On-site,4369
24370,Employee_244,Female,34,Engineering,Senior Analyst,PhD,Chennai,₹35578.18,4,1,30,7,N/A,Resigned,No,hybrid,4370
24371,Employee_877,Male,22,Marketing,DIRECTOR,PhD,Kolkata,₹22549.76,2,6,25,2,2015-08-07,Terminated,YES,On-site,4371
24372,Employee_556,,40,HR,Analyst,Bachelor,Gurgaon,₹72299.62,16,4,6,2,07/08/2021,On Leave,no,ON-SITE,4372
24373,Employee_1344,Female,30, Sales ,VP,Master,Noida,₹211505.39,27,10,25,10,15/01/2020,On Leave,No,Remote,4373
24374,Employee_197, Male ,21,Sales,VP, Bachelor ,Gurgaon,₹92654.98,32,5,13,17,2020-04-01,Resigned,No,Remote,4374
24375,Employee_510,Male,22,Engineering,Intern,High School,Mumbai,₹188662.72,22,10,,7,08-12-2023,Terminated,No, Remote ,4375
24376,,FEMALE,58,product,INTERN,Master,Gurgaon,₹145609.41,32,10,22,12,2016-02-02,ACTIVE,No,Hybrid,4376
24377,,,40,,Senior Analyst,High School,Noida,₹164262.59,28,7,18,2,15/03/2021,Active,No,On-site,4377
24378,Employee_1244,MALE,23,Engineering,Executive,Bachelor,Chennai,₹175497.56,23,9,,17,07-07-2018,Active,no,Hybrid,4378
24379,Em@loyee_200,Male,57,Operations,Senior Manager,Bachelor,Hyderabad,53592.4,7,10,3,9,01/12/2015,Active, No ,,4379
24380,Employee_785,,41,Product,Analyst,High School,Chennai,₹99107.71,11,9,14,3,2017-06-23,TERMINATED,Yes,HYBRID,4380
24381,Employee_22,Female,35,Engineering,SENIOR ANALYST,Master,Ahmedabad,₹47594.06,18,1,8,23,14/10/2016,Active,No,hybrid,4381
24382,Employee_111,Female,49,HR,vp,phd,Noida,161223.9,,4,28,1,2021-09-18,, Yes ,On-site,4382
24383,Employee_129,Female,22,Operations, Manager ,PhD,  Gurgaon  ,₹159748.44,23,3,23,17,22/05/2017,Active, Yes ,remote,4383
24384,Employee_1313,Female,22,OPERATIONS,Senior Engineer,PhD,Kolkata,₹85197.69,11,4,24,1,08/07/2024,Terminated,Yes,REMOTE,4384
24385,Employee_279,Male,34,legal,Analyst,PhD,Gurgaon,₹65882.80,10,9,,6,11/09/2021,,No,On-site,4385
24386,Employee_487,Female,51,HR,Executive,Bachelor,Gurgaon,₹174178.95,35,7,5,23,N/A,ACTIVE,YES,Hybrid,4386
24387,Employee_1030,Male,30,Operations,SENIOR ENGINEER,PhD,  Mumbai  ,₹149092.84,27,1,2499,22,03/12/2016,Resigned,no,On-site,4387
24388,Employee_1193,Male,,Operations,Senior Manager,Master,Delhi,₹97870.11,19,6,,4,2019-11-03,ACTIVE,no,Remote,4388
24389,,Male,30,Marketing,Analyst,Bachelor,,₹58464.48,11,5,23,23,2021-12-23,On Leave,Yes,,4389
24390,Em#loyee_1126,Female,48,Marketing,Executive, High School ,Ko@kata,₹75713.38,8,7,21,4,24/06/2024,Resigned,no,Remote,4390
24391,Employee_508,Male,53,Sales,Senior Analyst,,Noida,₹19362.67,3,4,,18,2015-04-12,On Leave,No,On-site,4391
24392,Employee_584,Female,22,Product,Director,High School,Pune,₹45834.98,16,7,9,16,2022/04/24,active,,HYBRID,4392
24393,Employee_1341,Female,47,,Executive,Master,Pune,,22,6,0,24,20-02-2016,Active,Yes,Remote,4393
